timestamp,event,placement,COP_x,COP_y,total_pressure
2024-04-16 13:30:38.900000+02:00,Tug_Event.start,,,,30245.0
2024-04-16 13:30:39+02:00,Tug_Event.stand,,14,153,18171.0
2024-04-16 13:30:41.200000+02:00,Tug_Event.walk1,,16,146,47048.0
2024-04-16 13:30:41.300000+02:00,Tug_Event.double_stance,,14,143,49757.0
2024-04-16 13:30:41.400000+02:00,Tug_Event.double_stance,,12,137,37186.0
2024-04-16 13:30:41.500000+02:00,Tug_Event.double_stance,,12,137,37186.0
2024-04-16 13:30:41.600000+02:00,Tug_Event.foot,Placement.right,9,132,28768.0
2024-04-16 13:30:41.700000+02:00,Tug_Event.foot,Placement.right,9,130,29183.0
2024-04-16 13:30:41.800000+02:00,Tug_Event.foot,Placement.right,9,128,29727.0
2024-04-16 13:30:41.900000+02:00,Tug_Event.foot,Placement.right,9,127,30277.0
2024-04-16 13:30:42+02:00,Tug_Event.double_stance,,11,122,37793.0
2024-04-16 13:30:42.100000+02:00,Tug_Event.double_stance,,11,122,37793.0
2024-04-16 13:30:42.200000+02:00,Tug_Event.double_stance,,13,115,49450.0
2024-04-16 13:30:42.300000+02:00,Tug_Event.double_stance,,16,106,38893.0
2024-04-16 13:30:42.400000+02:00,Tug_Event.foot,Placement.left,18,98,31786.0
2024-04-16 13:30:42.500000+02:00,Tug_Event.foot,Placement.left,18,97,35889.0
2024-04-16 13:30:42.600000+02:00,Tug_Event.foot,Placement.left,18,96,38202.0
2024-04-16 13:30:42.700000+02:00,Tug_Event.foot,Placement.left,18,94,36875.0
2024-04-16 13:30:42.800000+02:00,Tug_Event.double_stance,,16,90,46484.0
2024-04-16 13:30:42.900000+02:00,Tug_Event.double_stance,,13,83,66225.0
2024-04-16 13:30:43+02:00,Tug_Event.double_stance,,12,77,56308.0
2024-04-16 13:30:43.100000+02:00,Tug_Event.foot,Placement.right,8,67,35917.0
2024-04-16 13:30:43.200000+02:00,Tug_Event.foot,Placement.right,8,65,38740.0
2024-04-16 13:30:43.300000+02:00,Tug_Event.foot,Placement.right,8,63,38567.0
2024-04-16 13:30:43.400000+02:00,Tug_Event.foot,Placement.right,8,62,36426.0
2024-04-16 13:30:43.500000+02:00,Tug_Event.foot,Placement.right,8,62,36426.0
2024-04-16 13:30:43.600000+02:00,Tug_Event.double_stance,,9,59,37671.0
2024-04-16 13:30:43.700000+02:00,Tug_Event.double_stance,,11,46,55221.0
2024-04-16 13:30:43.800000+02:00,Tug_Event.double_stance,,13,36,42194.0
2024-04-16 13:30:43.900000+02:00,Tug_Event.foot,Placement.left,14,27,36220.0
2024-04-16 13:30:44+02:00,Tug_Event.foot,Placement.left,15,26,34923.0
2024-04-16 13:30:44.100000+02:00,Tug_Event.foot,Placement.left,14,26,34254.0
2024-04-16 13:30:44.200000+02:00,Tug_Event.foot,Placement.left,14,26,33577.0
2024-04-16 13:30:44.300000+02:00,Tug_Event.foot,Placement.left,14,26,32663.0
2024-04-16 13:30:44.400000+02:00,Tug_Event.foot,Placement.left,14,25,31043.0
2024-04-16 13:30:44.500000+02:00,Tug_Event.turn1,,12,14,50760.0
2024-04-16 13:30:45.900000+02:00,Tug_Event.walk2,,8,24,40270.0
2024-04-16 13:30:46+02:00,Tug_Event.foot,Placement.left,9,25,39763.0
2024-04-16 13:30:46.100000+02:00,Tug_Event.foot,Placement.left,9,26,41164.0
2024-04-16 13:30:46.200000+02:00,Tug_Event.foot,Placement.left,9,26,41164.0
2024-04-16 13:30:46.300000+02:00,Tug_Event.foot,Placement.left,9,27,40490.0
2024-04-16 13:30:46.400000+02:00,Tug_Event.double_stance,,13,38,55672.0
2024-04-16 13:30:46.500000+02:00,Tug_Event.double_stance,,14,44,53146.0
2024-04-16 13:30:46.600000+02:00,Tug_Event.foot,Placement.right,18,57,30063.0
2024-04-16 13:30:46.700000+02:00,Tug_Event.foot,Placement.right,18,60,33176.0
2024-04-16 13:30:46.800000+02:00,Tug_Event.foot,Placement.right,18,61,34152.0
2024-04-16 13:30:46.900000+02:00,Tug_Event.foot,Placement.right,18,61,34152.0
2024-04-16 13:30:47+02:00,Tug_Event.foot,Placement.right,19,62,35561.0
2024-04-16 13:30:47.100000+02:00,Tug_Event.double_stance,,15,72,57995.0
2024-04-16 13:30:47.200000+02:00,Tug_Event.double_stance,,13,78,67958.0
2024-04-16 13:30:47.300000+02:00,Tug_Event.double_stance,,11,88,48628.0
2024-04-16 13:30:47.400000+02:00,Tug_Event.foot,Placement.left,9,94,34352.0
2024-04-16 13:30:47.500000+02:00,Tug_Event.foot,Placement.left,9,96,27433.0
2024-04-16 13:30:47.600000+02:00,Tug_Event.foot,Placement.left,9,96,27433.0
2024-04-16 13:30:47.700000+02:00,Tug_Event.foot,Placement.left,9,97,26756.0
2024-04-16 13:30:47.800000+02:00,Tug_Event.double_stance,,11,107,40456.0
2024-04-16 13:30:47.900000+02:00,Tug_Event.double_stance,,13,115,54722.0
2024-04-16 13:30:48+02:00,Tug_Event.foot,Placement.right,16,129,37085.0
2024-04-16 13:30:48.100000+02:00,Tug_Event.foot,Placement.right,16,132,36519.0
2024-04-16 13:30:48.200000+02:00,Tug_Event.foot,Placement.right,16,134,34679.0
2024-04-16 13:30:48.300000+02:00,Tug_Event.foot,Placement.right,16,134,32345.0
2024-04-16 13:30:48.400000+02:00,Tug_Event.foot,Placement.right,16,135,30920.0
2024-04-16 13:30:48.500000+02:00,Tug_Event.turn2,,19,143,41701.0
2024-04-16 13:30:50.500000+02:00,Tug_Event.sit,,12,158,43569.0
2024-04-16 13:30:50.600000+02:00,Tug_Event.end,,,,
